user_id,creationDate,years
293269191,"October 3rd, 2015",1
182220992,"June 28th, 2014",2
216921535,"February 2nd, 2015",1
293360401,"October 4th, 2015",1
58977564,"January 2nd, 2010",6
184899103,"July 16th, 2014",2
285282740,"August 19th, 2015",1
161248480,"January 3rd, 2014",2
130021142,"May 1st, 2013",3
204749083,"November 25th, 2014",2
235359505,"May 8th, 2015",1
245064847,"July 4th, 2015",1
205014771,"November 28th, 2014",2
114132445,"October 27th, 2012",4
301805182,"November 24th, 2015",1
252694471,"August 16th, 2015",1
303061131,"November 29th, 2015",1
241645675,"June 15th, 2015",1
302533082,"November 27th, 2015",1
167752146,"February 28th, 2014",2
266836892,"May 4th, 2015",1
308452993,"December 17th, 2015",1
296254406,"October 22nd, 2015",1
212302055,"January 6th, 2015",1
254715417,"August 27th, 2015",1
263856756,"April 17th, 2015",1
58029555,"December 20th, 2009",7
174204642,"April 25th, 2014",2
161220142,"January 2nd, 2014",2
164271888,"January 29th, 2014",2
242549338,"June 21st, 2015",1
65421540,"May 20th, 2010",6
239299518,"June 2nd, 2015",1
37708732,"April 13th, 2008",8
55446861,"November 11th, 2009",7
25941262,"November 17th, 2006",10
20321898,"January 24th, 2006",10
36553207,"February 24th, 2008",8
29835809,"May 27th, 2007",9
67923337,"July 26th, 2010",6
58117481,"December 22nd, 2009",7
36154073,"February 8th, 2008",8
41883229,"October 29th, 2008",8
29383643,"May 2nd, 2007",9
37179655,"March 22nd, 2008",8
11973378,"December 24th, 2004",12
28696163,"March 26th, 2007",9
195800610,"September 26th, 2014",2
20643309,"February 11th, 2006",10
14098833,"February 21st, 2005",11
18319108,"October 11th, 2005",11
32488724,"September 19th, 2007",9
26090223,"November 27th, 2006",10
104709012,"June 7th, 2012",4
28633466,"March 19th, 2007",9
26101823,"November 28th, 2006",10
68372559,"August 7th, 2010",6
89867101,"October 7th, 2011",5
308653033,"December 18th, 2015",1
253773352,"February 27th, 2015",1
268158408,"May 13th, 2015",1
197172884,"October 5th, 2014",2
215492239,"January 25th, 2015",1
239478937,"June 4th, 2015",1
193987636,"September 12th, 2014",2
288854118,"September 7th, 2015",1
216115170,"January 28th, 2015",1
189623540,"August 14th, 2014",2
198417932,"October 14th, 2014",2
229791471,"April 5th, 2015",1
190788774,"August 21st, 2014",2
205827348,"December 1st, 2014",2
91881892,"November 9th, 2011",5
199899325,"October 24th, 2014",2
201081230,"November 1st, 2014",2
229179750,"April 3rd, 2015",1
194097479,"September 13th, 2014",2
201816765,"November 6th, 2014",2
129825010,"April 29th, 2013",3
259934396,"March 26th, 2015",1
132875638,"May 31st, 2013",3
284064476,"August 12th, 2015",1
224197206,"March 10th, 2015",1
253209919,"August 19th, 2015",1
286637360,"August 26th, 2015",1
257422299,"September 11th, 2015",1
219080305,"February 13th, 2015",1
197279094,"October 6th, 2014",2
253424499,"August 20th, 2015",1
220887518,"February 23rd, 2015",1
210419195,"December 27th, 2014",2
188321266,"August 5th, 2014",2
187462362,"July 30th, 2014",2
14165501,"February 24th, 2005",11
1364546,"September 30th, 2003",13
251706843,"August 11th, 2015",1
166753156,"February 18th, 2014",2
93812486,"December 7th, 2011",5
30695285,"July 5th, 2007",9
46759859,"February 28th, 2009",7
156407138,"December 1st, 2013",3
76319436,"January 8th, 2011",5
30527047,"June 28th, 2007",9
31887973,"August 27th, 2007",9
30115594,"June 5th, 2007",9
53181165,"September 6th, 2009",7
43186470,"November 29th, 2008",8
38763767,"June 4th, 2008",8
9544834,"October 24th, 2004",12
81569401,"May 14th, 2011",5
23663429,"July 27th, 2006",10
23718710,"July 28th, 2006",10
47519224,"March 13th, 2009",7
4485779,"February 29th, 2004",12
18869916,"November 10th, 2005",11
5232588,"April 3rd, 2004",12
95761491,"December 30th, 2011",5
4325465,"February 20th, 2004",12
15951451,"May 31st, 2005",11
60424237,"February 3rd, 2010",6
4986667,"March 24th, 2004",12
24972502,"September 29th, 2006",10
34658438,"December 14th, 2007",9
14758912,"March 21st, 2005",11
33261284,"October 19th, 2007",9
32939936,"October 8th, 2007",9
178717672,"June 2nd, 2014",2
108877388,"August 11th, 2012",4
285926554,"August 22nd, 2015",1
237047627,"May 19th, 2015",1
291151096,"September 21st, 2015",1
295021107,"October 14th, 2015",1
236775073,"May 17th, 2015",1
216040174,"January 28th, 2015",1
278567826,"July 12th, 2015",1
242471645,"June 20th, 2015",1
226357303,"March 20th, 2015",1
238378861,"May 28th, 2015",1
299670894,"November 11th, 2015",1
242815838,"June 21st, 2015",1
196237754,"September 28th, 2014",2
303032390,"November 29th, 2015",1
229334262,"April 3rd, 2015",1
125699277,"March 10th, 2013",3
109458201,"August 20th, 2012",4
198314976,"October 13th, 2014",2
252507011,"August 16th, 2015",1
301432974,"November 21st, 2015",1
